EntryTime,PnL
2022-05-06 05:00:00,198596.4231862313
2022-05-15 10:15:00,-3885.0024070262443
2022-05-16 17:45:00,-8339.41058706956
2022-05-20 02:30:00,-32988.16868195271
2022-05-21 03:45:00,-47879.89174487698
2022-05-22 21:15:00,-22477.56687966472
2022-05-24 06:45:00,-17857.958814808037
2022-05-25 09:15:00,-29815.613671019964
2022-05-26 21:15:00,-44827.631323835325
2022-05-27 02:15:00,6253.1790074361015
2022-05-29 23:45:00,226054.78031485138
2022-06-02 04:15:00,-20782.425643431234
2022-06-03 09:30:00,-50649.633117445774
2022-06-03 23:15:00,-22295.09314290791
2022-06-04 23:45:00,-31526.074952334173
2022-06-06 04:30:00,80254.39261545625
2022-06-07 13:15:00,-42477.16026811293
2022-06-08 07:45:00,-68729.81673999206
2022-06-10 11:15:00,144445.7320110508
2022-06-13 00:30:00,319439.7677009743
2022-06-16 04:00:00,-22798.010087999985
2022-06-16 09:45:00,-35262.28994399994
2022-06-16 21:30:00,85631.2250473077
2022-06-19 07:30:00,-21219.68777492862
2022-06-19 21:30:00,-34255.67753999987
2022-06-20 08:30:00,-12326.331957486567
2022-06-22 17:15:00,-62974.08008864963
2022-06-24 10:00:00,7454.561025803272
2022-06-27 04:30:00,161839.76277264574
2022-07-01 12:30:00,-52764.90315199974
2022-07-01 21:45:00,-11168.017321669366
2022-07-04 06:45:00,36794.11047798021
2022-07-05 23:15:00,-69426.43697754852
2022-07-06 07:00:00,55032.69835365128
2022-07-08 22:00:00,-17266.519195767778
2022-07-10 14:15:00,131385.10436669632
2022-07-14 00:15:00,-47414.22793199967
2022-07-15 05:15:00,152273.3133302381
2022-07-21 14:15:00,-46587.622988941126
2022-07-22 23:00:00,-67094.82928083035
2022-07-23 07:00:00,-18991.746325979417
2022-07-25 08:00:00,92363.71178041372
2022-07-28 06:45:00,64845.96722106671
2022-07-31 09:45:00,21660.307659229147
2022-08-03 03:30:00,-25960.087640919846
2022-08-03 21:30:00,-75419.31024161002
2022-08-04 10:15:00,-19555.840829754634
2022-08-05 15:15:00,-42822.77368707859
2022-08-07 12:00:00,-45712.465907270795
2022-08-08 04:30:00,52688.3554683181
2022-08-09 22:45:00,-19329.19335835733
2022-08-11 01:00:00,-10664.167155351333
2022-08-12 10:00:00,-38672.22445531485
2022-08-13 14:00:00,-41585.29390513104
2022-08-15 04:30:00,-71858.28839028993
2022-08-15 14:00:00,-81218.45611843135
2022-08-16 08:45:00,-25331.442949745826
2022-08-17 16:30:00,234806.97609600026
2022-08-19 19:30:00,10146.108306690112
2022-08-22 07:30:00,-25565.449444638434
2022-08-26 23:30:00,94616.94865848069
2022-08-30 02:30:00,-28826.168776446168
2022-08-31 03:15:00,-68916.68003681197
2022-09-03 01:30:00,-86792.24794565467
2022-09-07 06:00:00,-14902.346998497153
2022-09-08 04:00:00,-74605.10175079879
2022-09-09 17:00:00,105135.86425446699
2022-09-14 02:30:00,44469.02006929726
2022-09-18 04:00:00,-57928.7993505508
2022-09-19 04:30:00,60180.20297368476
2022-09-19 23:30:00,-14938.654998635146
2022-09-22 00:15:00,-31694.637909738856
2022-09-22 03:45:00,-45440.61681600002
2022-09-22 09:15:00,-49393.64001600008
2022-09-23 06:30:00,-39662.67983120527
2022-09-24 01:00:00,-54079.80609535059
2022-09-26 22:00:00,50383.6314551659
2022-09-28 01:15:00,-75960.14025600007
2022-09-28 13:30:00,-49936.81666709169
2022-09-29 03:00:00,-37965.75444496353
2022-09-30 00:30:00,-55216.63451273815
2022-10-01 02:15:00,-44934.046798234536
2022-10-02 21:15:00,-54204.372159747436
2022-10-04 04:45:00,30181.910397352403
2022-10-06 00:15:00,-21196.672755251588
2022-10-08 03:15:00,37503.40844294232
2022-10-14 06:15:00,-12525.511228622985
2022-10-15 01:45:00,-27323.26777556949
2022-10-17 07:15:00,-5736.80243999228
2022-10-19 02:45:00,28328.583281165622
2022-10-22 05:45:00,-14342.918957870803
2022-10-24 06:30:00,-61320.7914358133
2022-10-25 01:00:00,179755.12016636858
2022-10-28 09:45:00,-28507.245833545552
2022-10-29 03:30:00,-14187.265484902378
2022-10-31 09:15:00,-8941.516345684857
2022-11-03 04:00:00,-7370.198835319898
2022-11-04 18:15:00,84596.8577144066
2022-11-07 11:00:00,125215.81046214743
2022-11-09 01:15:00,155540.29064464648
2022-11-11 00:45:00,29887.13547061487
2022-11-14 16:15:00,-26813.575282548933
2022-11-18 12:45:00,-53752.44127490599
2022-11-20 23:00:00,81480.69415832702
2022-11-23 02:00:00,25240.615995619948
2022-11-27 09:30:00,10459.483210710532
2022-11-29 16:45:00,89246.04842802539
2022-12-02 06:15:00,-62735.24586229463
2022-12-03 09:45:00,-15057.533797874567
2022-12-06 03:30:00,21447.94461294916
2022-12-09 06:15:00,-23643.561817849317
2022-12-09 22:45:00,-12644.516481447456
2022-12-12 13:15:00,-53838.6491855621
2022-12-13 09:30:00,196695.69710594136
2022-12-15 04:15:00,-47504.301200725444
2022-12-16 02:45:00,107992.58174083121
2022-12-19 07:45:00,-13055.84911498992
2022-12-20 12:45:00,-30550.97001434458
2022-12-23 13:15:00,-20694.98116686857
2022-12-26 06:30:00,-63444.22870931758
2022-12-27 10:45:00,-47255.09084319063
2022-12-28 00:45:00,63333.903904263134
